id,sensor,reading,emotional_state,color,size,x,y,distance_from_center,branch_angle,time_index
nutrients_d6_h2,nutrients,1095.5,thriving,#00FF7F,1.8,57.8,457.6,461.2,7.728,146
air_quality_d6_h2,air_quality,15.2,thriving,#FF69B4,1.5,-456.9,57.7,460.5,9.299,146
light_d6_h3,light,40.0,critical,#DC143C,1.8,-44.2,-467.4,469.5,4.618,147
humidity_d6_h3,humidity,64.6,content,#00CED1,1.6,461.2,-43.6,463.3,6.189,147
nutrients_d6_h3,nutrients,1100.3,thriving,#00FF7F,1.6,43.9,464.7,466.8,7.760,147
air_quality_d6_h3,air_quality,11.4,thriving,#FF69B4,1.8,-461.3,43.6,463.4,9.331,147
light_d6_h4,light,40.0,critical,#DC143C,1.2,-28.7,-456.0,456.9,4.650,148
humidity_d6_h4,humidity,67.8,stable,#20B2AA,1.7,466.4,-29.3,467.4,6.220,148
nutrients_d6_h4,nutrients,1073.4,thriving,#00FF7F,1.4,29.2,464.8,465.8,7.791,148
air_quality_d6_h4,air_quality,14.3,thriving,#FF69B4,1.8,-468.8,29.5,469.7,9.362,148
light_d6_h5,light,40.0,critical,#DC143C,1.7,-14.4,-459.2,459.4,4.681,149
humidity_d6_h5,humidity,59.1,thriving,#00FFFF,1.7,458.3,-14.4,458.5,6.252,149
nutrients_d6_h5,nutrients,1078.1,thriving,#00FF7F,1.2,14.8,471.3,471.6,7.823,149
air_quality_d6_h5,air_quality,11.9,thriving,#FF69B4,1.1,-474.9,14.9,475.1,9.393,149
light_d6_h6,light,200.0,stressed,#FF4500,1.4,-0.0,-470.6,470.6,4.712,150
humidity_d6_h6,humidity,56.6,content,#00CED1,1.3,471.5,-0.0,471.5,6.283,150
nutrients_d6_h6,nutrients,1096.4,thriving,#00FF7F,1.9,0.0,471.0,471.0,7.854,150
air_quality_d6_h6,air_quality,17.3,stable,#C71585,1.7,-467.3,0.0,467.3,9.425,150
light_d6_h7,light,339.8,concerned,#FF6347,1.6,15.0,-478.8,479.0,4.744,151
humidity_d6_h7,humidity,60.0,thriving,#00FFFF,1.3,472.9,14.9,473.1,6.315,151
nutrients_d6_h7,nutrients,1096.6,thriving,#00FF7F,1.2,-15.1,481.9,482.1,7.885,151
air_quality_d6_h7,air_quality,11.5,thriving,#FF69B4,1.4,-469.1,-14.7,469.3,9.456,151
light_d6_h8,light,470.0,content,#FFA500,1.8,29.4,-466.7,467.6,4.775,152
humidity_d6_h8,humidity,54.8,content,#00CED1,1.8,481.1,30.3,482.1,6.346,152
nutrients_d6_h8,nutrients,1091.8,thriving,#00FF7F,1.6,-29.9,474.8,475.7,7.917,152
air_quality_d6_h8,air_quality,12.2,thriving,#FF69B4,1.2,-467.5,-29.4,468.4,9.488,152
light_d6_h9,light,581.8,stable,#FF8C00,1.7,45.2,-477.8,479.9,4.807,153
humidity_d6_h9,humidity,49.7,stable,#20B2AA,1.3,469.5,44.4,471.6,6.377,153
nutrients_d6_h9,nutrients,1090.8,thriving,#00FF7F,1.6,-45.1,477.5,479.6,7.948,153
air_quality_d6_h9,air_quality,15.5,thriving,#FF69B4,1.7,-474.6,-44.9,476.7,9.519,153
light_d6_h10,light,667.7,concerned,#FF6347,1.8,59.6,-471.7,475.5,4.838,154
humidity_d6_h10,humidity,51.6,stable,#20B2AA,1.7,484.2,61.2,488.0,6.409,154
nutrients_d6_h10,nutrients,1093.9,thriving,#00FF7F,1.2,-61.2,484.3,488.1,7.980,154
air_quality_d6_h10,air_quality,28.7,critical,#8A2BE2,1.5,-482.8,-61.0,486.6,9.550,154
light_d6_h11,light,721.6,stressed,#FF4500,2.0,76.4,-482.6,488.7,4.869,155
humidity_d6_h11,humidity,47.3,stable,#20B2AA,1.8,475.4,75.3,481.3,6.440,155
nutrients_d6_h11,nutrients,1081.1,thriving,#00FF7F,1.7,-75.2,475.0,480.9,8.011,155
air_quality_d6_h11,air_quality,14.6,thriving,#FF69B4,1.9,-482.0,-76.3,488.0,9.582,155
light_d6_h12,light,740.0,stressed,#FF4500,1.1,89.9,-471.3,479.8,4.901,156
humidity_d6_h12,humidity,47.3,stable,#20B2AA,1.5,472.7,90.2,481.2,6.472,156
nutrients_d6_h12,nutrients,1075.7,thriving,#00FF7F,1.5,-91.2,477.9,486.6,8.042,156
air_quality_d6_h12,air_quality,15.9,content,#FF1493,1.0,-482.9,-92.1,491.6,9.613,156
light_d6_h13,light,721.6,stressed,#FF4500,1.2,108.4,-485.2,497.1,4.932,157
humidity_d6_h13,humidity,53.0,stable,#20B2AA,1.1,472.4,105.6,484.1,6.503,157
nutrients_d6_h13,nutrients,1093.0,thriving,#00FF7F,1.8,-105.3,471.2,482.8,8.074,157
air_quality_d6_h13,air_quality,14.5,thriving,#FF69B4,1.8,-471.2,-105.3,482.8,9.645,157
light_d6_h14,light,667.7,concerned,#FF6347,1.5,124.8,-486.1,501.9,4.964,158
humidity_d6_h14,humidity,53.2,stable,#20B2AA,1.0,486.0,124.8,501.8,6.535,158
nutrients_d6_h14,nutrients,1095.8,thriving,#00FF7F,1.4,-124.4,484.4,500.1,8.105,158
air_quality_d6_h14,air_quality,19.9,concerned,#DA70D6,1.2,-482.9,-124.0,498.5,9.676,158
light_d6_h15,light,581.8,stable,#FF8C00,1.1,136.0,-468.2,487.6,4.995,159
humidity_d6_h15,humidity,49.5,stable,#20B2AA,1.5,474.0,137.7,493.5,6.566,159
nutrients_d6_h15,nutrients,1095.8,thriving,#00FF7F,1.8,-139.3,479.4,499.2,8.137,159
air_quality_d6_h15,air_quality,12.8,thriving,#FF69B4,1.3,-479.9,-139.4,499.8,9.708,159
light_d6_h16,light,470.0,content,#FFA500,1.9,153.7,-473.1,497.5,5.027,160
humidity_d6_h16,humidity,52.2,stable,#20B2AA,1.3,484.1,157.3,509.0,6.597,160
nutrients_d6_h16,nutrients,1096.6,thriving,#00FF7F,1.0,-156.6,482.0,506.9,8.168,160
air_quality_d6_h16,air_quality,12.3,thriving,#FF69B4,1.6,-484.1,-157.3,509.0,9.739,160
light_d6_h17,light,339.8,concerned,#FF6347,1.9,169.7,-471.3,501.0,5.058,161
humidity_d6_h17,humidity,60.7,thriving,#00FFFF,1.8,479.9,172.8,510.1,6.629,161
nutrients_d6_h17,nutrients,1082.8,thriving,#00FF7F,1.5,-171.7,476.9,506.9,8.200,161
air_quality_d6_h17,air_quality,15.1,thriving,#FF69B4,1.4,-467.0,-168.1,496.3,9.770,161
light_d6_h18,light,200.0,stressed,#FF4500,1.3,186.8,-471.8,507.4,5.089,162
humidity_d6_h18,humidity,61.3,thriving,#00FFFF,1.2,463.0,183.3,498.0,6.660,162
nutrients_d6_h18,nutrients,1084.8,thriving,#00FF7F,1.5,-187.7,474.0,509.8,8.231,162
air_quality_d6_h18,air_quality,13.5,thriving,#FF69B4,1.9,-471.0,-186.5,506.6,9.802,162
light_d6_h19,light,40.0,critical,#DC143C,1.7,199.3,-460.6,501.8,5.121,163
humidity_d6_h19,humidity,66.4,stable,#20B2AA,2.0,466.5,201.9,508.3,6.692,163
nutrients_d6_h19,nutrients,1085.2,thriving,#00FF7F,1.1,-200.4,463.1,504.6,8.262,163
air_quality_d6_h19,air_quality,13.1,thriving,#FF69B4,1.4,-472.3,-204.4,514.6,9.833,163
light_d6_h20,light,40.0,critical,#DC143C,1.2,222.2,-472.2,521.9,5.152,164
humidity_d6_h20,humidity,62.5,thriving,#00FFFF,1.5,454.4,213.8,502.2,6.723,164
nutrients_d6_h20,nutrients,1075.5,thriving,#00FF7F,1.9,-215.9,458.9,507.1,8.294,164
air_quality_d6_h20,air_quality,13.2,thriving,#FF69B4,1.1,-459.6,-216.3,508.0,9.865,164
light_d6_h21,light,40.0,critical,#DC143C,1.1,234.4,-460.0,516.3,5.184,165
humidity_d6_h21,humidity,67.4,stable,#20B2AA,1.1,464.5,236.7,521.4,6.754,165
nutrients_d6_h21,nutrients,1074.1,thriving,#00FF7F,1.4,-230.7,452.8,508.2,8.325,165
air_quality_d6_h21,air_quality,15.9,content,#FF1493,1.5,-453.6,-231.1,509.1,9.896,165
light_d6_h22,light,40.0,critical,#DC143C,1.6,248.3,-451.6,515.3,5.215,166
humidity_d6_h22,humidity,71.3,stable,#20B2AA,1.3,449.9,247.3,513.4,6.786,166
nutrients_d6_h22,nutrients,1084.2,thriving,#00FF7F,1.4,-253.5,461.0,526.1,8.357,166
air_quality_d6_h22,air_quality,16.4,content,#FF1493,1.3,-455.6,-250.5,519.9,9.927,166
light_d6_h23,light,40.0,critical,#DC143C,1.6,262.1,-443.2,514.9,5.246,167
humidity_d6_h23,humidity,66.9,stable,#20B2AA,1.5,456.7,270.1,530.6,6.817,167
nutrients_d6_h23,nutrients,1080.1,thriving,#00FF7F,1.8,-261.6,442.3,513.9,8.388,167
air_quality_d6_h23,air_quality,30.5,critical,#8A2BE2,1.7,-454.3,-268.7,527.8,9.959,167
light_d7_h0,light,40.0,critical,#DC143C,1.7,285.4,-449.7,532.7,5.278,168
humidity_d7_h0,humidity,66.8,stable,#20B2AA,2.0,439.9,279.2,521.0,6.849,168
nutrients_d7_h0,nutrients,1093.4,thriving,#00FF7F,1.6,-279.1,439.7,520.8,8.419,168
air_quality_d7_h0,air_quality,12.1,thriving,#FF69B4,1.7,-440.4,-279.5,521.6,9.990,168
light_d7_h1,light,40.0,critical,#DC143C,1.9,292.2,-429.9,519.8,5.309,169
humidity_d7_h1,humidity,71.1,stable,#20B2AA,1.6,443.9,301.7,536.8,6.880,169
nutrients_d7_h1,nutrients,1091.7,thriving,#00FF7F,1.9,-298.0,438.6,530.3,8.451,169
air_quality_d7_h1,air_quality,15.7,thriving,#FF69B4,1.7,-434.0,-294.9,524.7,10.022,169
light_d7_h2,light,40.0,critical,#DC143C,1.7,313.4,-431.4,533.3,5.341,170
humidity_d7_h2,humidity,68.6,stable,#20B2AA,1.9,434.9,316.0,537.6,6.912,170
nutrients_d7_h2,nutrients,1077.3,thriving,#00FF7F,2.0,-308.0,424.0,524.1,8.482,170
air_quality_d7_h2,air_quality,17.9,stable,#C71585,1.4,-422.5,-307.0,522.2,10.053,170
light_d7_h3,light,40.0,critical,#DC143C,1.1,323.3,-416.9,527.6,5.372,171
humidity_d7_h3,humidity,68.8,stable,#20B2AA,2.0,415.6,322.4,525.9,6.943,171
nutrients_d7_h3,nutrients,1078.3,thriving,#00FF7F,1.9,-324.6,418.5,529.6,8.514,171
air_quality_d7_h3,air_quality,16.8,stable,#C71585,1.4,-422.4,-327.7,534.6,10.085,171
light_d7_h4,light,40.0,critical,#DC143C,1.7,339.9,-410.8,533.2,5.404,172
humidity_d7_h4,humidity,64.5,content,#00CED1,1.1,408.2,337.7,529.8,6.974,172
nutrients_d7_h4,nutrients,1073.3,thriving,#00FF7F,1.4,-337.9,408.5,530.2,8.545,172
air_quality_d7_h4,air_quality,17.7,stable,#C71585,1.3,-409.6,-338.8,531.5,10.116,172
light_d7_h5,light,40.0,critical,#DC143C,1.3,353.0,-400.4,533.8,5.435,173
humidity_d7_h5,humidity,65.6,content,#00CED1,1.4,402.6,355.0,536.8,7.006,173
nutrients_d7_h5,nutrients,1092.9,thriving,#00FF7F,1.2,-356.6,404.5,539.2,8.577,173
air_quality_d7_h5,air_quality,12.8,thriving,#FF69B4,1.1,-409.3,-360.9,545.7,10.147,173
light_d7_h6,light,200.0,stressed,#FF4500,2.0,366.7,-390.5,535.6,5.466,174
humidity_d7_h6,humidity,57.0,content,#00CED1,1.8,395.2,371.1,542.1,7.037,174
nutrients_d7_h6,nutrients,1076.7,thriving,#00FF7F,1.7,-371.9,396.0,543.3,8.608,174
air_quality_d7_h6,air_quality,15.9,content,#FF1493,1.1,-391.2,-367.3,536.6,10.179,174
light_d7_h7,light,339.8,concerned,#FF6347,2.0,384.1,-384.1,543.2,5.498,175
humidity_d7_h7,humidity,60.1,thriving,#00FFFF,1.8,389.5,389.5,550.8,7.069,175
nutrients_d7_h7,nutrients,1079.2,thriving,#00FF7F,1.3,-391.1,391.1,553.1,8.639,175
air_quality_d7_h7,air_quality,11.0,thriving,#FF69B4,1.3,-378.4,-378.4,535.1,10.210,175
light_d7_h8,light,470.0,content,#FFA500,1.2,405.4,-380.7,556.2,5.529,176
humidity_d7_h8,humidity,55.4,content,#00CED1,1.8,371.5,395.6,542.6,7.100,176
nutrients_d7_h8,nutrients,1079.1,thriving,#00FF7F,1.4,-403.2,378.6,553.1,8.671,176
air_quality_d7_h8,air_quality,37.3,critical,#8A2BE2,1.1,-378.7,-403.3,553.2,10.242,176
light_d7_h9,light,581.8,stable,#FF8C00,1.8,406.7,-358.6,542.2,5.561,177
humidity_d7_h9,humidity,49.1,stable,#20B2AA,1.4,361.5,410.0,546.6,7.131,177
nutrients_d7_h9,nutrients,1088.7,thriving,#00FF7F,1.8,-418.1,368.6,557.3,8.702,177
air_quality_d7_h9,air_quality,14.3,thriving,#FF69B4,1.9,-366.9,-416.1,554.8,10.273,177
light_d7_h10,light,667.7,concerned,#FF6347,1.6,434.0,-359.0,563.2,5.592,178
humidity_d7_h10,humidity,48.6,stable,#20B2AA,1.1,351.0,424.3,550.7,7.163,178
nutrients_d7_h10,nutrients,1082.4,thriving,#00FF7F,1.2,-426.6,352.9,553.6,8.734,178
air_quality_d7_h10,air_quality,11.7,thriving,#FF69B4,1.8,-351.4,-424.8,551.3,10.304,178
light_d7_h11,light,721.6,stressed,#FF4500,1.4,441.2,-342.2,558.3,5.623,179
humidity_d7_h11,humidity,48.1,stable,#20B2AA,1.2,339.9,438.1,554.5,7.194,179
nutrients_d7_h11,nutrients,1078.7,thriving,#00FF7F,1.3,-441.9,342.8,559.3,8.765,179
air_quality_d7_h11,air_quality,16.9,stable,#C71585,1.2,-340.5,-439.0,555.6,10.336,179
light_d7_h12,light,740.0,stressed,#FF4500,1.2,447.7,-325.3,553.4,5.655,180
humidity_d7_h12,humidity,52.5,stable,#20B2AA,1.1,328.2,451.7,558.4,7.226,180
nutrients_d7_h12,nutrients,1092.0,thriving,#00FF7F,1.4,-455.6,331.0,563.1,8.796,180
air_quality_d7_h12,air_quality,22.9,stressed,#9370DB,1.8,-334.5,-460.5,569.2,10.367,180
light_d7_h13,light,721.6,stressed,#FF4500,1.4,460.4,-312.9,556.6,5.686,181
humidity_d7_h13,humidity,54.2,content,#00CED1,1.8,318.3,468.4,566.3,7.257,181
nutrients_d7_h13,nutrients,1089.8,thriving,#00FF7F,1.5,-462.2,314.1,558.9,8.828,181
air_quality_d7_h13,air_quality,22.1,stressed,#9370DB,1.8,-319.2,-469.7,567.9,10.399,181
light_d7_h14,light,667.7,concerned,#FF6347,1.0,474.6,-301.2,562.1,5.718,182
humidity_d7_h14,humidity,49.3,stable,#20B2AA,1.1,303.7,478.6,566.8,7.288,182
nutrients_d7_h14,nutrients,1091.1,thriving,#00FF7F,1.2,-484.4,307.4,573.7,8.859,182
air_quality_d7_h14,air_quality,11.2,thriving,#FF69B4,1.6,-303.1,-477.5,565.6,10.430,182
light_d7_h15,light,581.8,stable,#FF8C00,1.5,491.1,-290.5,570.6,5.749,183
humidity_d7_h15,humidity,49.6,stable,#20B2AA,1.1,287.7,486.4,565.1,7.320,183
nutrients_d7_h15,nutrients,1089.7,thriving,#00FF7F,1.8,-486.7,287.8,565.5,8.891,183
air_quality_d7_h15,air_quality,18.4,stable,#C71585,1.3,-293.3,-495.9,576.1,10.462,183
light_d7_h16,light,470.0,content,#FFA500,1.0,504.4,-277.3,575.6,5.781,184
humidity_d7_h16,humidity,52.6,stable,#20B2AA,1.6,273.1,496.8,566.9,7.351,184
nutrients_d7_h16,nutrients,1088.4,thriving,#00FF7F,1.5,-503.5,276.8,574.5,8.922,184
air_quality_d7_h16,air_quality,31.6,critical,#8A2BE2,1.1,-276.3,-502.6,573.6,10.493,184
light_d7_h17,light,339.8,concerned,#FF6347,1.7,503.8,-256.7,565.4,5.812,185
humidity_d7_h17,humidity,58.3,thriving,#00FFFF,1.2,263.5,517.1,580.4,7.383,185
nutrients_d7_h17,nutrients,1078.4,thriving,#00FF7F,1.1,-508.6,259.2,570.8,8.954,185
air_quality_d7_h17,air_quality,18.9,concerned,#DA70D6,1.7,-260.1,-510.6,573.0,10.524,185
light_d7_h18,light,200.0,stressed,#FF4500,1.2,531.3,-250.0,587.2,5.843,186
humidity_d7_h18,humidity,61.4,thriving,#00FFFF,1.1,248.5,528.1,583.7,7.414,186
nutrients_d7_h18,nutrients,1071.8,thriving,#00FF7F,1.2,-518.9,244.2,573.5,8.985,186
air_quality_d7_h18,air_quality,17.1,stable,#C71585,1.2,-247.9,-526.9,582.3,10.556,186
light_d7_h19,light,40.0,critical,#DC143C,1.2,539.0,-233.2,587.3,5.875,187
humidity_d7_h19,humidity,59.1,thriving,#00FFFF,1.1,230.7,533.0,580.8,7.446,187
nutrients_d7_h19,nutrients,1099.9,thriving,#00FF7F,1.8,-525.1,227.2,572.1,9.016,187
air_quality_d7_h19,air_quality,17.0,stable,#C71585,2.0,-231.0,-533.9,581.7,10.587,187
light_d7_h20,light,40.0,critical,#DC143C,1.5,535.4,-212.0,575.8,5.906,188
humidity_d7_h20,humidity,62.6,thriving,#00FFFF,1.6,218.1,550.9,592.5,7.477,188
nutrients_d7_h20,nutrients,1091.5,thriving,#00FF7F,2.0,-547.9,216.9,589.3,9.048,188
air_quality_d7_h20,air_quality,14.3,thriving,#FF69B4,1.3,-212.4,-536.4,577.0,10.619,188
light_d7_h21,light,40.0,critical,#DC143C,1.4,556.9,-200.5,591.9,5.938,189
humidity_d7_h21,humidity,64.9,content,#00CED1,1.5,202.2,561.6,596.9,7.508,189
nutrients_d7_h21,nutrients,1087.4,thriving,#00FF7F,1.6,-550.3,198.1,584.9,9.079,189
air_quality_d7_h21,air_quality,14.6,thriving,#FF69B4,1.7,-199.3,-553.6,588.4,10.650,189
light_d7_h22,light,40.0,critical,#DC143C,2.0,554.3,-180.1,582.8,5.969,190
humidity_d7_h22,humidity,71.3,stable,#20B2AA,1.1,185.0,569.3,598.6,7.540,190
nutrients_d7_h22,nutrients,1075.2,thriving,#00FF7F,1.4,-552.3,179.5,580.8,9.111,190
air_quality_d7_h22,air_quality,11.8,thriving,#FF69B4,1.4,-183.5,-564.8,593.9,10.681,190
light_d7_h23,light,40.0,critical,#DC143C,1.7,575.7,-167.3,599.6,6.000,191
humidity_d7_h23,humidity,66.4,stable,#20B2AA,1.6,162.7,559.9,583.0,7.571,191
nutrients_d7_h23,nutrients,1090.7,thriving,#00FF7F,1.5,-570.1,165.6,593.7,9.142,191
air_quality_d7_h23,air_quality,16.2,content,#FF1493,1.0,-166.9,-574.4,598.1,10.713,191
light_d8_h0,light,40.0,critical,#DC143C,1.2,577.6,-148.3,596.3,6.032,192
humidity_d8_h0,humidity,68.2,stable,#20B2AA,1.6,147.5,574.3,592.9,7.603,192
nutrients_d8_h0,nutrients,1090.2,thriving,#00FF7F,1.3,-583.0,149.7,601.9,9.173,192
air_quality_d8_h0,air_quality,14.2,thriving,#FF69B4,1.5,-147.1,-573.0,591.6,10.744,192
light_d8_h1,light,40.0,critical,#DC143C,1.6,591.3,-132.2,605.9,6.063,193
humidity_d8_h1,humidity,65.7,content,#00CED1,1.9,131.1,586.6,601.0,7.634,193
nutrients_d8_h1,nutrients,1071.7,thriving,#00FF7F,1.6,-583.3,130.4,597.7,9.205,193
air_quality_d8_h1,air_quality,17.5,stable,#C71585,1.4,-131.7,-589.1,603.6,10.776,193
light_d8_h2,light,40.0,critical,#DC143C,1.6,593.7,-113.3,604.4,6.095,194
humidity_d8_h2,humidity,71.1,stable,#20B2AA,1.2,111.2,582.8,593.3,7.665,194
nutrients_d8_h2,nutrients,1078.5,thriving,#00FF7F,1.6,-587.1,112.0,597.7,9.236,194
air_quality_d8_h2,air_quality,12.6,thriving,#FF69B4,1.3,-113.3,-594.1,604.9,10.807,194
light_d8_h3,light,40.0,critical,#DC143C,1.2,606.5,-96.1,614.1,6.126,195
humidity_d8_h3,humidity,64.8,content,#00CED1,1.9,93.5,590.4,597.7,7.697,195
nutrients_d8_h3,nutrients,1369.8,stable,#90EE90,1.2,-597.0,94.6,604.4,9.268,195
air_quality_d8_h3,air_quality,16.1,content,#FF1493,1.8,-95.9,-605.2,612.7,10.838,195
light_d8_h4,light,40.0,critical,#DC143C,2.0,605.5,-76.5,610.3,6.158,196
humidity_d8_h4,humidity,65.2,content,#00CED1,2.0,77.4,612.4,617.2,7.728,196
nutrients_d8_h4,nutrients,1095.1,thriving,#00FF7F,1.5,-604.1,76.3,608.9,9.299,196
air_quality_d8_h4,air_quality,15.6,thriving,#FF69B4,1.8,-75.4,-597.2,602.0,10.870,196
light_d8_h5,light,40.0,critical,#DC143C,1.0,615.9,-58.2,618.6,6.189,197
humidity_d8_h5,humidity,65.3,content,#00CED1,1.2,57.4,606.7,609.4,7.760,197
nutrients_d8_h5,nutrients,1086.9,thriving,#00FF7F,1.1,-611.3,57.8,614.1,9.331,197
air_quality_d8_h5,air_quality,15.6,thriving,#FF69B4,1.6,-57.6,-609.1,611.8,10.901,197
light_d8_h6,light,200.0,stressed,#FF4500,1.1,621.1,-39.1,622.3,6.220,198
humidity_d8_h6,humidity,60.4,thriving,#00FFFF,1.3,38.2,606.7,607.9,7.791,198
nutrients_d8_h6,nutrients,1090.7,thriving,#00FF7F,1.4,-611.0,38.4,612.2,9.362,198
air_quality_d8_h6,air_quality,16.1,content,#FF1493,1.5,-38.6,-613.4,614.6,10.933,198
light_d8_h7,light,339.8,concerned,#FF6347,1.0,612.5,-19.2,612.8,6.252,199
humidity_d8_h7,humidity,60.4,thriving,#00FFFF,1.8,19.7,625.7,626.1,7.823,199
nutrients_d8_h7,nutrients,1081.7,thriving,#00FF7F,1.8,-618.9,19.5,619.2,9.393,199
air_quality_d8_h7,air_quality,15.7,thriving,#FF69B4,1.3,-19.4,-617.5,617.8,10.964,199
light_d8_h8,light,470.0,content,#FFA500,1.9,626.7,-0.0,626.7,6.283,200
humidity_d8_h8,humidity,54.7,content,#00CED1,1.4,0.0,614.7,614.7,7.854,200
nutrients_d8_h8,nutrients,1084.0,thriving,#00FF7F,1.7,-612.0,0.0,612.0,9.425,200
air_quality_d8_h8,air_quality,11.2,thriving,#FF69B4,1.3,-0.0,-622.6,622.6,10.996,200
light_d8_h9,light,581.8,stable,#FF8C00,1.0,625.9,19.7,626.2,6.315,201
humidity_d8_h9,humidity,56.7,content,#00CED1,1.1,-19.5,621.5,621.8,7.885,201
nutrients_d8_h9,nutrients,1086.7,thriving,#00FF7F,1.8,-629.4,-19.8,629.7,9.456,201
air_quality_d8_h9,air_quality,17.9,stable,#C71585,1.5,19.4,-617.7,618.0,11.027,201
light_d8_h10,light,667.7,concerned,#FF6347,1.9,619.8,39.0,621.0,6.346,202
humidity_d8_h10,humidity,51.9,stable,#20B2AA,1.1,-39.3,624.7,625.9,7.917,202
nutrients_d8_h10,nutrients,1078.2,thriving,#00FF7F,1.3,-629.8,-39.6,631.0,9.488,202
air_quality_d8_h10,air_quality,18.3,stable,#C71585,1.2,39.5,-628.6,629.9,11.058,202
light_d8_h11,light,721.6,stressed,#FF4500,1.2,616.8,58.3,619.6,6.377,203
humidity_d8_h11,humidity,49.2,stable,#20B2AA,1.8,-59.6,630.2,633.0,7.948,203
nutrients_d8_h11,nutrients,1075.5,thriving,#00FF7F,2.0,-636.1,-60.1,638.9,9.519,203
air_quality_d8_h11,air_quality,18.3,stable,#C71585,1.2,59.6,-630.6,633.4,11.090,203
light_d8_h12,light,740.0,stressed,#FF4500,1.6,623.4,78.8,628.4,6.409,204
humidity_d8_h12,humidity,50.3,stable,#20B2AA,1.9,-79.6,630.1,635.1,7.980,204
nutrients_d8_h12,nutrients,1080.9,thriving,#00FF7F,1.3,-624.2,-78.9,629.2,9.550,204
air_quality_d8_h12,air_quality,11.4,thriving,#FF69B4,1.2,78.5,-621.4,626.3,11.121,204
light_d8_h13,light,721.6,stressed,#FF4500,1.4,623.7,98.8,631.5,6.440,205
humidity_d8_h13,humidity,53.7,stable,#20B2AA,1.6,-98.5,622.0,629.7,8.011,205
nutrients_d8_h13,nutrients,1072.0,thriving,#00FF7F,1.8,-631.8,-100.1,639.7,9.582,205
air_quality_d8_h13,air_quality,17.0,stable,#C71585,1.5,100.3,-633.2,641.1,11.153,205
light_d8_h14,light,667.7,concerned,#FF6347,1.7,624.2,119.1,635.4,6.472,206
humidity_d8_h14,humidity,51.3,stable,#20B2AA,1.2,-120.9,633.8,645.2,8.042,206
nutrients_d8_h14,nutrients,1090.9,thriving,#00FF7F,1.8,-633.9,-120.9,645.3,9.613,206
air_quality_d8_h14,air_quality,16.1,content,#FF1493,1.4,119.6,-626.8,638.1,11.184,206
light_d8_h15,light,581.8,stable,#FF8C00,1.9,619.0,138.4,634.3,6.503,207
humidity_d8_h15,humidity,54.3,content,#00CED1,2.0,-140.8,629.8,645.3,8.074,207
nutrients_d8_h15,nutrients,1079.4,thriving,#00FF7F,1.8,-625.3,-139.8,640.7,9.645,207
air_quality_d8_h15,air_quality,22.5,stressed,#9370DB,1.5,139.6,-624.3,639.7,11.215,207
light_d8_h16,light,470.0,content,#FFA500,1.2,616.0,158.2,636.0,6.535,208
humidity_d8_h16,humidity,56.2,content,#00CED1,1.3,-162.6,633.2,653.7,8.105,208
nutrients_d8_h16,nutrients,1389.7,concerned,#9ACD32,1.6,-631.7,-162.2,652.2,9.676,208
air_quality_d8_h16,air_quality,14.5,thriving,#FF69B4,1.2,160.8,-626.4,646.7,11.247,208
light_d8_h17,light,339.8,concerned,#FF6347,1.6,618.7,179.8,644.3,6.566,209
humidity_d8_h17,humidity,53.5,stable,#20B2AA,1.1,-181.7,625.5,651.3,8.137,209
nutrients_d8_h17,nutrients,1098.9,thriving,#00FF7F,1.0,-627.1,-182.2,653.0,9.708,209
air_quality_d8_h17,air_quality,18.2,stable,#C71585,1.3,179.8,-618.7,644.3,11.278,209
light_d8_h18,light,200.0,stressed,#FF4500,1.6,624.5,202.9,656.6,6.597,210
humidity_d8_h18,humidity,63.5,content,#00CED1,1.4,-200.6,617.5,649.3,8.168,210
nutrients_d8_h18,nutrients,1095.6,thriving,#00FF7F,1.9,-616.4,-200.3,648.1,9.739,210
air_quality_d8_h18,air_quality,18.5,stable,#C71585,1.6,202.6,-623.4,655.5,11.310,210
light_d8_h19,light,40.0,critical,#DC143C,2.0,614.0,221.1,652.6,6.629,211
humidity_d8_h19,humidity,61.5,thriving,#00FFFF,1.8,-223.8,621.5,660.6,8.200,211
nutrients_d8_h19,nutrients,1077.8,thriving,#00FF7F,1.8,-611.5,-220.2,650.0,9.770,211
air_quality_d8_h19,air_quality,16.6,stable,#C71585,1.5,221.4,-615.0,653.7,11.341,211
light_d8_h20,light,40.0,critical,#DC143C,1.8,618.1,244.7,664.8,6.660,212
humidity_d8_h20,humidity,67.2,stable,#20B2AA,1.9,-238.4,602.1,647.6,8.231,212
nutrients_d8_h20,nutrients,1077.3,thriving,#00FF7F,1.9,-602.6,-238.6,648.1,9.802,212
air_quality_d8_h20,air_quality,18.9,concerned,#DA70D6,1.5,244.7,-618.1,664.8,11.373,212
light_d8_h21,light,40.0,critical,#DC143C,1.8,597.8,258.7,651.4,6.692,213
humidity_d8_h21,humidity,68.8,stable,#20B2AA,1.9,-258.4,597.2,650.8,8.262,213
nutrients_d8_h21,nutrients,1098.6,thriving,#00FF7F,1.2,-612.7,-265.1,667.6,9.833,213
air_quality_d8_h21,air_quality,18.0,stable,#C71585,1.4,260.1,-601.1,655.0,11.404,213
light_d8_h22,light,40.0,critical,#DC143C,1.7,598.2,281.5,661.1,6.723,214
humidity_d8_h22,humidity,65.1,content,#00CED1,1.7,-284.0,603.6,667.1,8.294,214
