id,sensor_type,reading_value,health_state,color,color_with_alpha,size,week,crisis_level,plant_condition,time_hour,opacity,velocity_x,velocity_y,force_strength,movement_pattern,oscillation_speed,emotional_state
ph_h140,ph,6.3,HEALTHY,#00FF00,#00FF0032,10,1,GOOD,PH_HEALTHY_6,140,0.19,0.493,-0.085,0.3,gentle_orbit,0.5,healthy_motion
light_h144,light,62.34,HEALTHY,#00FF00,#00FF0033,10,1,GOOD,LIGHT_HEALTHY_62,144,0.2,0.065,0.496,0.3,gentle_orbit,0.5,healthy_motion
humidity_h144,humidity,74.74,MONITORING,#0088FF,#0088FF33,8,1,WATCH,HUMIDITY_MONITORING_75,144,0.2,0.739,-0.306,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h144,nutrients,23.98,HEALTHY,#00FF00,#00FF0033,10,1,GOOD,NUTRIENTS_HEALTHY_24,144,0.2,-0.065,-0.496,0.3,gentle_orbit,0.5,healthy_motion
ph_h144,ph,6.78,HEALTHY,#00FF00,#00FF0033,10,1,GOOD,PH_HEALTHY_7,144,0.2,0.496,-0.065,0.3,gentle_orbit,0.5,healthy_motion
light_h148,light,72.47,MONITORING,#0088FF,#0088FF34,8,1,WATCH,LIGHT_MONITORING_72,148,0.21,-0.215,-0.771,0.6,cautious_circle,1.5,monitoring_motion
humidity_h148,humidity,60.62,HEALTHY,#00FF00,#00FF0034,10,1,GOOD,HUMIDITY_HEALTHY_61,148,0.21,-0.498,0.045,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h148,nutrients,26.97,HEALTHY,#00FF00,#00FF0034,10,1,GOOD,NUTRIENTS_HEALTHY_27,148,0.21,-0.045,-0.498,0.3,gentle_orbit,0.5,healthy_motion
ph_h148,ph,6.59,HEALTHY,#00FF00,#00FF0034,10,1,GOOD,PH_HEALTHY_7,148,0.21,0.498,-0.045,0.3,gentle_orbit,0.5,healthy_motion
light_h152,light,80.42,MONITORING,#0088FF,#0088FF36,8,1,WATCH,LIGHT_MONITORING_80,152,0.21,-0.121,-0.791,0.6,cautious_circle,1.5,monitoring_motion
humidity_h152,humidity,52.06,HEALTHY,#00FF00,#00FF0036,10,1,GOOD,HUMIDITY_HEALTHY_52,152,0.21,-0.499,0.025,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h152,nutrients,27.62,HEALTHY,#00FF00,#00FF0036,10,1,GOOD,NUTRIENTS_HEALTHY_28,152,0.21,-0.025,-0.499,0.3,gentle_orbit,0.5,healthy_motion
ph_h152,ph,6.22,HEALTHY,#00FF00,#00FF0036,10,1,GOOD,PH_HEALTHY_6,152,0.21,0.499,-0.025,0.3,gentle_orbit,0.5,healthy_motion
light_h156,light,53.95,HEALTHY,#00FF00,#00FF0037,10,1,GOOD,LIGHT_HEALTHY_54,156,0.22,0.005,0.5,0.3,gentle_orbit,0.5,healthy_motion
humidity_h156,humidity,42.72,MONITORING,#0088FF,#0088FF37,8,1,WATCH,HUMIDITY_MONITORING_43,156,0.22,0.8,-0.026,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h156,nutrients,27.54,HEALTHY,#00FF00,#00FF0037,10,1,GOOD,NUTRIENTS_HEALTHY_28,156,0.22,-0.005,-0.5,0.3,gentle_orbit,0.5,healthy_motion
ph_h156,ph,6.4,HEALTHY,#00FF00,#00FF0037,10,1,GOOD,PH_HEALTHY_6,156,0.22,0.5,-0.005,0.3,gentle_orbit,0.5,healthy_motion
light_h160,light,28.3,MONITORING,#0088FF,#0088FF39,8,1,WATCH,LIGHT_MONITORING_28,160,0.22,0.07,-0.797,0.6,cautious_circle,1.5,monitoring_motion
humidity_h160,humidity,53.16,HEALTHY,#00FF00,#00FF0039,10,1,GOOD,HUMIDITY_HEALTHY_53,160,0.22,-0.5,-0.015,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h160,nutrients,25.09,HEALTHY,#00FF00,#00FF0039,10,1,GOOD,NUTRIENTS_HEALTHY_25,160,0.22,0.015,-0.5,0.3,gentle_orbit,0.5,healthy_motion
ph_h160,ph,6.71,HEALTHY,#00FF00,#00FF0039,10,1,GOOD,PH_HEALTHY_7,160,0.22,0.5,0.015,0.3,gentle_orbit,0.5,healthy_motion
light_h164,light,35.15,MONITORING,#0088FF,#0088FF3A,8,1,WATCH,LIGHT_MONITORING_35,164,0.23,0.165,-0.783,0.6,cautious_circle,1.5,monitoring_motion
humidity_h164,humidity,65.28,HEALTHY,#00FF00,#00FF003A,10,1,GOOD,HUMIDITY_HEALTHY_65,164,0.23,-0.499,-0.035,0.3,gentle_orbit,0.5,healthy_motion
nutrients_h164,nutrients,24.27,HEALTHY,#00FF00,#00FF003A,10,1,GOOD,NUTRIENTS_HEALTHY_24,164,0.23,0.035,-0.499,0.3,gentle_orbit,0.5,healthy_motion
ph_h164,ph,6.68,HEALTHY,#00FF00,#00FF003A,10,1,GOOD,PH_HEALTHY_7,164,0.23,0.499,0.035,0.3,gentle_orbit,0.5,healthy_motion
light_h168,light,55.75,HEALTHY,#00FF00,#00FF0062,10,2,GOOD,LIGHT_HEALTHY_56,168,0.38,-0.054,0.497,0.3,gentle_orbit,0.5,healthy_motion
humidity_h168,humidity,116.91,CRISIS,#FF0000,#FF000062,20,2,HIGH,HUMIDITY_CRISIS_117,168,0.38,2.805,-2.103,2.5,erratic_panic,4,crisis_motion
nutrients_h168,nutrients,8.26,MONITORING,#0088FF,#0088FF62,8,2,WATCH,NUTRIENTS_MONITORING_8,168,0.38,-0.257,0.757,0.6,cautious_circle,1.5,monitoring_motion
ph_h168,ph,8.96,MONITORING,#0088FF,#0088FF62,8,2,WATCH,PH_MONITORING_9,168,0.38,-0.757,-0.257,0.6,cautious_circle,1.5,monitoring_motion
light_h172,light,69.75,MONITORING,#0088FF,#0088FF63,8,2,WATCH,LIGHT_MONITORING_70,172,0.39,0.346,-0.721,0.6,cautious_circle,1.5,monitoring_motion
humidity_h172,humidity,120.33,CRISIS,#FF0000,#FF000063,20,2,HIGH,HUMIDITY_CRISIS_120,172,0.39,1.717,-1.393,2.5,erratic_panic,4,crisis_motion
nutrients_h172,nutrients,6.29,EMERGENCY,#FF4400,#FF440063,18,2,HIGH,NUTRIENTS_EMERGENCY_6,172,0.39,-3.419,3.142,2.5,erratic_panic,4,emergency_motion
ph_h172,ph,8.4,MONITORING,#0088FF,#0088FF63,8,2,WATCH,PH_MONITORING_8,172,0.39,-0.721,-0.346,0.6,cautious_circle,1.5,monitoring_motion
light_h176,light,76.79,MONITORING,#0088FF,#0088FF65,8,2,WATCH,LIGHT_MONITORING_77,176,0.39,0.43,-0.675,0.6,cautious_circle,1.5,monitoring_motion
humidity_h176,humidity,119.69,CRISIS,#FF0000,#FF000065,20,2,HIGH,HUMIDITY_CRISIS_120,176,0.39,-0.014,-0.155,2.5,erratic_panic,4,crisis_motion
nutrients_h176,nutrients,4.6,EMERGENCY,#FF4400,#FF440065,18,2,HIGH,NUTRIENTS_EMERGENCY_5,176,0.39,-3.971,2.658,2.5,erratic_panic,4,emergency_motion
ph_h176,ph,8.22,MONITORING,#0088FF,#0088FF65,8,2,WATCH,PH_MONITORING_8,176,0.39,-0.675,-0.43,0.6,cautious_circle,1.5,monitoring_motion
light_h180,light,61.21,HEALTHY,#00FF00,#00FF0066,10,2,GOOD,LIGHT_HEALTHY_61,180,0.4,-0.114,0.487,0.3,gentle_orbit,0.5,healthy_motion
humidity_h180,humidity,103.43,CRISIS,#FF0000,#FF000066,20,2,HIGH,HUMIDITY_CRISIS_103,180,0.4,-1.653,0.209,2.5,erratic_panic,4,crisis_motion
nutrients_h180,nutrients,7.95,EMERGENCY,#FF4400,#FF440066,18,2,HIGH,NUTRIENTS_EMERGENCY_8,180,0.4,-2.33,2.054,2.5,erratic_panic,4,emergency_motion
ph_h180,ph,8.71,MONITORING,#0088FF,#0088FF66,8,2,WATCH,PH_MONITORING_9,180,0.4,-0.618,-0.508,0.6,cautious_circle,1.5,monitoring_motion
light_h184,light,25.58,MONITORING,#0088FF,#0088FF67,8,2,WATCH,LIGHT_MONITORING_26,184,0.41,0.578,-0.553,0.6,cautious_circle,1.5,monitoring_motion
humidity_h184,humidity,96.7,MONITORING,#0088FF,#0088FF67,8,2,WATCH,HUMIDITY_MONITORING_97,184,0.41,0.553,0.578,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h184,nutrients,9.26,MONITORING,#0088FF,#0088FF67,8,2,WATCH,NUTRIENTS_MONITORING_9,184,0.41,-0.578,0.553,0.6,cautious_circle,1.5,monitoring_motion
ph_h184,ph,8.79,MONITORING,#0088FF,#0088FF67,8,2,WATCH,PH_MONITORING_9,184,0.41,-0.553,-0.578,0.6,cautious_circle,1.5,monitoring_motion
light_h188,light,31.8,MONITORING,#0088FF,#0088FF69,8,2,WATCH,LIGHT_MONITORING_32,188,0.41,0.64,-0.48,0.6,cautious_circle,1.5,monitoring_motion
humidity_h188,humidity,108.23,CRISIS,#FF0000,#FF000069,20,2,HIGH,HUMIDITY_CRISIS_108,188,0.41,-1.854,3.846,2.5,erratic_panic,4,crisis_motion
nutrients_h188,nutrients,5.64,EMERGENCY,#FF4400,#FF440069,18,2,HIGH,NUTRIENTS_EMERGENCY_6,188,0.41,-2.284,-1.553,2.5,erratic_panic,4,emergency_motion
ph_h188,ph,8.52,MONITORING,#0088FF,#0088FF69,8,2,WATCH,PH_MONITORING_9,188,0.41,-0.48,-0.64,0.6,cautious_circle,1.5,monitoring_motion
light_h192,light,46.7,MONITORING,#0088FF,#0088FF6A,8,2,WATCH,LIGHT_MONITORING_47,192,0.42,0.693,-0.4,0.6,cautious_circle,1.5,monitoring_motion
humidity_h192,humidity,122.12,CRISIS,#FF0000,#FF00006A,20,2,HIGH,HUMIDITY_CRISIS_122,192,0.42,-1.926,3.083,2.5,erratic_panic,4,crisis_motion
nutrients_h192,nutrients,6.12,EMERGENCY,#FF4400,#FF44006A,18,2,HIGH,NUTRIENTS_EMERGENCY_6,192,0.42,-1.742,-2.676,2.5,erratic_panic,4,emergency_motion
ph_h192,ph,9.21,CRISIS,#FF0000,#FF00006A,20,2,HIGH,PH_CRISIS_9,192,0.42,3.708,1.633,2.5,erratic_panic,4,crisis_motion
light_h196,light,81.44,MONITORING,#0088FF,#0088FF6C,8,2,WATCH,LIGHT_MONITORING_81,196,0.42,0.736,-0.314,0.6,cautious_circle,1.5,monitoring_motion
humidity_h196,humidity,102.81,CRISIS,#FF0000,#FF00006C,20,2,HIGH,HUMIDITY_CRISIS_103,196,0.42,-2.76,2.472,2.5,erratic_panic,4,crisis_motion
nutrients_h196,nutrients,6.37,EMERGENCY,#FF4400,#FF44006C,18,2,HIGH,NUTRIENTS_EMERGENCY_6,196,0.42,0.303,-3.641,2.5,erratic_panic,4,emergency_motion
ph_h196,ph,8.94,MONITORING,#0088FF,#0088FF6C,8,2,WATCH,PH_MONITORING_9,196,0.42,-0.314,-0.736,0.6,cautious_circle,1.5,monitoring_motion
light_h200,light,79.08,MONITORING,#0088FF,#0088FF6D,8,2,WATCH,LIGHT_MONITORING_79,200,0.43,0.768,-0.224,0.6,cautious_circle,1.5,monitoring_motion
humidity_h200,humidity,98.86,CRISIS,#FF0000,#FF00006D,20,2,HIGH,HUMIDITY_CRISIS_99,200,0.43,-2.023,0.383,2.5,erratic_panic,4,crisis_motion
nutrients_h200,nutrients,6.21,EMERGENCY,#FF4400,#FF44006D,18,2,HIGH,NUTRIENTS_EMERGENCY_6,200,0.43,0.643,-2.84,2.5,erratic_panic,4,emergency_motion
ph_h200,ph,8.79,MONITORING,#0088FF,#0088FF6D,8,2,WATCH,PH_MONITORING_9,200,0.43,-0.224,-0.768,0.6,cautious_circle,1.5,monitoring_motion
light_h204,light,48.27,HEALTHY,#00FF00,#00FF006F,10,2,GOOD,LIGHT_HEALTHY_48,204,0.43,-0.226,0.446,0.3,gentle_orbit,0.5,healthy_motion
humidity_h204,humidity,120.89,CRISIS,#FF0000,#FF00006F,20,2,HIGH,HUMIDITY_CRISIS_121,204,0.43,-2.825,0.016,2.5,erratic_panic,4,crisis_motion
nutrients_h204,nutrients,8.65,MONITORING,#0088FF,#0088FF6F,8,2,WATCH,NUTRIENTS_MONITORING_9,204,0.43,-0.789,0.13,0.6,cautious_circle,1.5,monitoring_motion
ph_h204,ph,9.02,MONITORING,#0088FF,#0088FF6F,8,2,WATCH,PH_MONITORING_9,204,0.43,-0.13,-0.789,0.6,cautious_circle,1.5,monitoring_motion
light_h208,light,37.29,MONITORING,#0088FF,#0088FF70,8,2,WATCH,LIGHT_MONITORING_37,208,0.44,0.799,-0.035,0.6,cautious_circle,1.5,monitoring_motion
humidity_h208,humidity,124.78,CRISIS,#FF0000,#FF000070,20,2,HIGH,HUMIDITY_CRISIS_125,208,0.44,-1.416,-2.371,2.5,erratic_panic,4,crisis_motion
nutrients_h208,nutrients,4.68,EMERGENCY,#FF4400,#FF440070,18,2,HIGH,NUTRIENTS_EMERGENCY_5,208,0.44,2.034,-1.025,2.5,erratic_panic,4,emergency_motion
ph_h208,ph,9.11,CRISIS,#FF0000,#FF000070,20,2,HIGH,PH_CRISIS_9,208,0.44,1.079,2.068,2.5,erratic_panic,4,crisis_motion
light_h212,light,27.53,MONITORING,#0088FF,#0088FF71,8,2,WATCH,LIGHT_MONITORING_28,212,0.44,0.798,0.061,0.6,cautious_circle,1.5,monitoring_motion
humidity_h212,humidity,121.88,CRISIS,#FF0000,#FF000071,20,2,HIGH,HUMIDITY_CRISIS_122,212,0.44,-0.678,-1.866,2.5,erratic_panic,4,crisis_motion
nutrients_h212,nutrients,6.37,EMERGENCY,#FF4400,#FF440071,18,2,HIGH,NUTRIENTS_EMERGENCY_6,212,0.44,1.914,1.359,2.5,erratic_panic,4,emergency_motion
ph_h212,ph,8.67,MONITORING,#0088FF,#0088FF71,8,2,WATCH,PH_MONITORING_9,212,0.44,0.061,-0.798,0.6,cautious_circle,1.5,monitoring_motion
light_h216,light,57.3,HEALTHY,#00FF00,#00FF0073,10,2,GOOD,LIGHT_HEALTHY_57,216,0.45,-0.278,0.416,0.3,gentle_orbit,0.5,healthy_motion
humidity_h216,humidity,121.06,CRISIS,#FF0000,#FF000073,20,2,HIGH,HUMIDITY_CRISIS_121,216,0.45,-0.612,-3.742,2.5,erratic_panic,4,crisis_motion
nutrients_h216,nutrients,8.19,MONITORING,#0088FF,#0088FF73,8,2,WATCH,NUTRIENTS_MONITORING_8,216,0.45,-0.785,-0.156,0.6,cautious_circle,1.5,monitoring_motion
ph_h216,ph,9.22,CRISIS,#FF0000,#FF000073,20,2,HIGH,PH_CRISIS_9,216,0.45,0.588,-0.01,2.5,erratic_panic,4,crisis_motion
light_h220,light,69.71,MONITORING,#0088FF,#0088FF74,8,2,WATCH,LIGHT_MONITORING_70,220,0.46,0.76,0.249,0.6,cautious_circle,1.5,monitoring_motion
humidity_h220,humidity,99.16,CRISIS,#FF0000,#FF000074,20,2,HIGH,HUMIDITY_CRISIS_99,220,0.46,0.969,-1.854,2.5,erratic_panic,4,crisis_motion
nutrients_h220,nutrients,9.23,MONITORING,#0088FF,#0088FF74,8,2,WATCH,NUTRIENTS_MONITORING_9,220,0.46,-0.76,-0.249,0.6,cautious_circle,1.5,monitoring_motion
ph_h220,ph,8.62,MONITORING,#0088FF,#0088FF74,8,2,WATCH,PH_MONITORING_9,220,0.46,0.249,-0.76,0.6,cautious_circle,1.5,monitoring_motion
light_h224,light,83.4,MONITORING,#0088FF,#0088FF76,8,2,WATCH,LIGHT_MONITORING_83,224,0.46,0.725,0.338,0.6,cautious_circle,1.5,monitoring_motion
humidity_h224,humidity,95.49,MONITORING,#0088FF,#0088FF76,8,2,WATCH,HUMIDITY_MONITORING_95,224,0.46,-0.338,0.725,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h224,nutrients,7.93,EMERGENCY,#FF4400,#FF440076,18,2,HIGH,NUTRIENTS_EMERGENCY_8,224,0.46,2.684,3.755,2.5,erratic_panic,4,emergency_motion
ph_h224,ph,9.28,CRISIS,#FF0000,#FF000076,20,2,HIGH,PH_CRISIS_9,224,0.46,-1.558,-3.196,2.5,erratic_panic,4,crisis_motion
light_h228,light,58.78,HEALTHY,#00FF00,#00FF0077,10,2,GOOD,LIGHT_HEALTHY_59,228,0.47,-0.326,0.379,0.3,gentle_orbit,0.5,healthy_motion
humidity_h228,humidity,99.58,CRISIS,#FF0000,#FF000077,20,2,HIGH,HUMIDITY_CRISIS_100,228,0.47,1.65,-1.119,2.5,erratic_panic,4,crisis_motion
nutrients_h228,nutrients,9.32,MONITORING,#0088FF,#0088FF77,8,2,WATCH,NUTRIENTS_MONITORING_9,228,0.47,-0.679,-0.423,0.6,cautious_circle,1.5,monitoring_motion
ph_h228,ph,8.21,MONITORING,#0088FF,#0088FF77,8,2,WATCH,PH_MONITORING_8,228,0.47,0.423,-0.679,0.6,cautious_circle,1.5,monitoring_motion
light_h232,light,30.18,MONITORING,#0088FF,#0088FF78,8,2,WATCH,LIGHT_MONITORING_30,232,0.47,0.624,0.501,0.6,cautious_circle,1.5,monitoring_motion
humidity_h232,humidity,97.13,MONITORING,#0088FF,#0088FF78,8,2,WATCH,HUMIDITY_MONITORING_97,232,0.47,-0.501,0.624,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h232,nutrients,6.9,EMERGENCY,#FF4400,#FF440078,18,2,HIGH,NUTRIENTS_EMERGENCY_7,232,0.47,0.385,1.648,2.5,erratic_panic,4,emergency_motion
ph_h232,ph,8.89,MONITORING,#0088FF,#0088FF78,8,2,WATCH,PH_MONITORING_9,232,0.47,0.501,-0.624,0.6,cautious_circle,1.5,monitoring_motion
light_h236,light,40.28,MONITORING,#0088FF,#0088FF7A,8,2,WATCH,LIGHT_MONITORING_40,236,0.48,0.559,0.572,0.6,cautious_circle,1.5,monitoring_motion
humidity_h236,humidity,123.31,CRISIS,#FF0000,#FF00007A,20,2,HIGH,HUMIDITY_CRISIS_123,236,0.48,3.69,2.397,2.5,erratic_panic,4,crisis_motion
nutrients_h236,nutrients,6.2,EMERGENCY,#FF4400,#FF44007A,18,2,HIGH,NUTRIENTS_EMERGENCY_6,236,0.48,0.735,-0.789,2.5,erratic_panic,4,emergency_motion
ph_h236,ph,9.12,CRISIS,#FF0000,#FF00007A,20,2,HIGH,PH_CRISIS_9,236,0.48,-3.628,-1.133,2.5,erratic_panic,4,crisis_motion
light_h240,light,60.85,HEALTHY,#00FF00,#00FF007B,10,2,GOOD,LIGHT_HEALTHY_61,240,0.48,-0.369,0.338,0.3,gentle_orbit,0.5,healthy_motion
humidity_h240,humidity,102.04,CRISIS,#FF0000,#FF00007B,20,2,HIGH,HUMIDITY_CRISIS_102,240,0.48,3.285,3.778,2.5,erratic_panic,4,crisis_motion
nutrients_h240,nutrients,8.05,MONITORING,#0088FF,#0088FF7B,8,2,WATCH,NUTRIENTS_MONITORING_8,240,0.48,-0.487,-0.635,0.6,cautious_circle,1.5,monitoring_motion
ph_h240,ph,9.42,CRISIS,#FF0000,#FF00007B,20,2,HIGH,PH_CRISIS_9,240,0.48,-3.28,-0.355,2.5,erratic_panic,4,crisis_motion
light_h244,light,78.94,MONITORING,#0088FF,#0088FF7D,8,2,WATCH,LIGHT_MONITORING_79,244,0.49,0.407,0.689,0.6,cautious_circle,1.5,monitoring_motion
humidity_h244,humidity,117.89,CRISIS,#FF0000,#FF00007D,20,2,HIGH,HUMIDITY_CRISIS_118,244,0.49,3.192,2.38,2.5,erratic_panic,4,crisis_motion
nutrients_h244,nutrients,9.66,MONITORING,#0088FF,#0088FF7D,8,2,WATCH,NUTRIENTS_MONITORING_10,244,0.49,-0.407,-0.689,0.6,cautious_circle,1.5,monitoring_motion
ph_h244,ph,9.2,CRISIS,#FF0000,#FF00007D,20,2,HIGH,PH_CRISIS_9,244,0.49,-2.397,1.375,2.5,erratic_panic,4,crisis_motion
light_h248,light,84.11,MONITORING,#0088FF,#0088FF7E,8,2,WATCH,LIGHT_MONITORING_84,248,0.49,0.322,0.732,0.6,cautious_circle,1.5,monitoring_motion
humidity_h248,humidity,124.59,CRISIS,#FF0000,#FF00007E,20,2,HIGH,HUMIDITY_CRISIS_125,248,0.49,1.649,3.18,2.5,erratic_panic,4,crisis_motion
nutrients_h248,nutrients,10,MONITORING,#0088FF,#0088FF7E,8,2,WATCH,NUTRIENTS_MONITORING_10,248,0.49,-0.322,-0.732,0.6,cautious_circle,1.5,monitoring_motion
ph_h248,ph,8.74,MONITORING,#0088FF,#0088FF7E,8,2,WATCH,PH_MONITORING_9,248,0.49,0.732,-0.322,0.6,cautious_circle,1.5,monitoring_motion
light_h252,light,49.99,HEALTHY,#00FF00,#00FF0080,10,2,GOOD,LIGHT_HEALTHY_50,252,0.5,-0.406,0.291,0.3,gentle_orbit,0.5,healthy_motion
humidity_h252,humidity,97.11,MONITORING,#0088FF,#0088FF80,8,2,WATCH,HUMIDITY_MONITORING_97,252,0.5,-0.766,0.232,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h252,nutrients,9.69,MONITORING,#0088FF,#0088FF80,8,2,WATCH,NUTRIENTS_MONITORING_10,252,0.5,-0.232,-0.766,0.6,cautious_circle,1.5,monitoring_motion
ph_h252,ph,8.42,MONITORING,#0088FF,#0088FF80,8,2,WATCH,PH_MONITORING_8,252,0.5,0.766,-0.232,0.6,cautious_circle,1.5,monitoring_motion
light_h256,light,39.97,MONITORING,#0088FF,#0088FF81,8,2,WATCH,LIGHT_MONITORING_40,256,0.51,0.138,0.788,0.6,cautious_circle,1.5,monitoring_motion
humidity_h256,humidity,97.96,MONITORING,#0088FF,#0088FF81,8,2,WATCH,HUMIDITY_MONITORING_98,256,0.51,-0.788,0.138,0.6,cautious_circle,1.5,monitoring_motion
nutrients_h256,nutrients,6.73,EMERGENCY,#FF4400,#FF440081,18,2,HIGH,NUTRIENTS_EMERGENCY_7,256,0.51,-2.259,-2.048,2.5,erratic_panic,4,emergency_motion
ph_h256,ph,8.78,MONITORING,#0088FF,#0088FF81,8,2,WATCH,PH_MONITORING_9,256,0.51,0.788,-0.138,0.6,cautious_circle,1.5,monitoring_motion
light_h260,light,24.91,MONITORING,#0088FF,#0088FF82,8,2,WATCH,LIGHT_MONITORING_25,260,0.51,0.043,0.799,0.6,cautious_circle,1.5,monitoring_motion
humidity_h260,humidity,113.91,CRISIS,#FF0000,#FF000082,20,2,HIGH,HUMIDITY_CRISIS_114,260,0.51,-1.042,-1.27,2.5,erratic_panic,4,crisis_motion
nutrients_h260,nutrients,9.72,MONITORING,#0088FF,#0088FF82,8,2,WATCH,NUTRIENTS_MONITORING_10,260,0.51,-0.043,-0.799,0.6,cautious_circle,1.5,monitoring_motion
ph_h260,ph,8.61,MONITORING,#0088FF,#0088FF82,8,2,WATCH,PH_MONITORING_9,260,0.51,0.799,-0.043,0.6,cautious_circle,1.5,monitoring_motion
light_h264,light,63.02,HEALTHY,#00FF00,#00FF0084,10,2,GOOD,LIGHT_HEALTHY_63,264,0.52,-0.438,0.24,0.3,gentle_orbit,0.5,healthy_motion
humidity_h264,humidity,99.25,CRISIS,#FF0000,#FF000084,20,2,HIGH,HUMIDITY_CRISIS_99,264,0.52,-1.017,-3.187,2.5,erratic_panic,4,crisis_motion
nutrients_h264,nutrients,7.53,EMERGENCY,#FF4400,#FF440084,18,2,HIGH,NUTRIENTS_EMERGENCY_8,264,0.52,-1.433,1.079,2.5,erratic_panic,4,emergency_motion
ph_h264,ph,9.36,CRISIS,#FF0000,#FF000084,20,2,HIGH,PH_CRISIS_9,264,0.52,1.823,0.539,2.5,erratic_panic,4,crisis_motion
light_h268,light,84.29,MONITORING,#0088FF,#0088FF85,8,2,WATCH,LIGHT_MONITORING_84,268,0.52,-0.148,0.786,0.6,cautious_circle,1.5,monitoring_motion
humidity_h268,humidity,124.18,CRISIS,#FF0000,#FF000085,20,2,HIGH,HUMIDITY_CRISIS_124,268,0.52,-2.159,-2.572,2.5,erratic_panic,4,crisis_motion
nutrients_h268,nutrients,5.42,EMERGENCY,#FF4400,#FF440085,18,2,HIGH,NUTRIENTS_EMERGENCY_5,268,0.52,-1.428,2.183,2.5,erratic_panic,4,emergency_motion
ph_h268,ph,8.26,MONITORING,#0088FF,#0088FF85,8,2,WATCH,PH_MONITORING_8,268,0.52,0.786,0.148,0.6,cautious_circle,1.5,monitoring_motion
light_h272,light,78.36,MONITORING,#0088FF,#0088FF87,8,2,WATCH,LIGHT_MONITORING_78,272,0.53,-0.241,0.763,0.6,cautious_circle,1.5,monitoring_motion
humidity_h272,humidity,98.51,CRISIS,#FF0000,#FF000087,20,2,HIGH,HUMIDITY_CRISIS_99,272,0.53,-1.941,-2.46,2.5,erratic_panic,4,crisis_motion
nutrients_h272,nutrients,5.72,EMERGENCY,#FF4400,#FF440087,18,2,HIGH,NUTRIENTS_EMERGENCY_6,272,0.53,-0.994,2.044,2.5,erratic_panic,4,emergency_motion
ph_h272,ph,9.49,CRISIS,#FF0000,#FF000087,20,2,HIGH,PH_CRISIS_9,272,0.53,3.235,-1.498,2.5,erratic_panic,4,crisis_motion
light_h276,light,57.45,HEALTHY,#00FF00,#00FF0088,10,2,GOOD,LIGHT_HEALTHY_57,276,0.53,-0.464,0.186,0.3,gentle_orbit,0.5,healthy_motion
humidity_h276,humidity,115.31,CRISIS,#FF0000,#FF000088,20,2,HIGH,HUMIDITY_CRISIS_115,276,0.53,-2.425,-1.461,2.5,erratic_panic,4,crisis_motion
nutrients_h276,nutrients,7.82,EMERGENCY,#FF4400,#FF440088,18,2,HIGH,NUTRIENTS_EMERGENCY_8,276,0.53,0.182,3.952,2.5,erratic_panic,4,emergency_motion
ph_h276,ph,9.42,CRISIS,#FF0000,#FF000088,20,2,HIGH,PH_CRISIS_9,276,0.53,2.741,-2.616,2.5,erratic_panic,4,crisis_motion
light_h280,light,25.3,MONITORING,#0088FF,#0088FF89,8,2,WATCH,LIGHT_MONITORING_25,280,0.54,-0.415,0.684,0.6,cautious_circle,1.5,monitoring_motion
humidity_h280,humidity,117.76,CRISIS,#FF0000,#FF000089,20,2,HIGH,HUMIDITY_CRISIS_118,280,0.54,-2.136,-1.067,2.5,erratic_panic,4,crisis_motion
nutrients_h280,nutrients,5.33,EMERGENCY,#FF4400,#FF440089,18,2,HIGH,NUTRIENTS_EMERGENCY_5,280,0.54,1.074,2.423,2.5,erratic_panic,4,emergency_motion
ph_h280,ph,8.96,MONITORING,#0088FF,#0088FF89,8,2,WATCH,PH_MONITORING_9,280,0.54,0.684,0.415,0.6,cautious_circle,1.5,monitoring_motion
light_h284,light,38.82,MONITORING,#0088FF,#0088FF8B,8,2,WATCH,LIGHT_MONITORING_39,284,0.54,-0.494,0.629,0.6,cautious_circle,1.5,monitoring_motion
humidity_h284,humidity,101.82,CRISIS,#FF0000,#FF00008B,20,2,HIGH,HUMIDITY_CRISIS_102,284,0.54,-2.071,0.99,2.5,erratic_panic,4,crisis_motion
nutrients_h284,nutrients,6.17,EMERGENCY,#FF4400,#FF44008B,18,2,HIGH,NUTRIENTS_EMERGENCY_6,284,0.54,2.757,2.045,2.5,erratic_panic,4,emergency_motion
ph_h284,ph,8.27,MONITORING,#0088FF,#0088FF8B,8,2,WATCH,PH_MONITORING_8,284,0.54,0.629,0.494,0.6,cautious_circle,1.5,monitoring_motion
light_h288,light,60.15,HEALTHY,#00FF00,#00FF008C,10,2,GOOD,LIGHT_HEALTHY_60,288,0.55,-0.483,0.129,0.3,gentle_orbit,0.5,healthy_motion
humidity_h288,humidity,117.08,CRISIS,#FF0000,#FF00008C,20,2,HIGH,HUMIDITY_CRISIS_117,288,0.55,-2.443,2.224,2.5,erratic_panic,4,crisis_motion
